iter	Logloss
354	0.5428852844
355	0.5428010941
356	0.542676506
357	0.5426024628
358	0.5424342346
359	0.5422957611
360	0.5422202301
361	0.5421244812
362	0.541844101
363	0.5417289734
364	0.5415868759
365	0.5414380646
366	0.5413021851
367	0.5411432648
368	0.5408506775
369	0.5407514954
370	0.5405761337
371	0.5404580307
372	0.5403011322
373	0.5401996994
374	0.5400225449
375	0.5399567795
376	0.5398273849
377	0.5396647263
378	0.5394565582
379	0.5393592072
380	0.5392801285
381	0.5390876007
382	0.5389601898
383	0.5388446426
384	0.5387217712
385	0.538705368
386	0.5385691452
387	0.5384610367
388	0.5383002472
389	0.538156395
390	0.5380234909
391	0.5379556274
392	0.5378038788
393	0.5376029205
394	0.537482605
395	0.5373734283
396	0.5372213745
397	0.5371393204
398	0.5370688248
399	0.5369422913
400	0.5368115616
401	0.5368048859
402	0.5366374969
403	0.536442337
404	0.5363574982
405	0.5362216949
406	0.5360588837
407	0.5359610748
408	0.5358107758
409	0.5357188797
410	0.5356267929
411	0.5355472565
412	0.5353710938
413	0.5353171539
414	0.5352092361
415	0.5350892258
416	0.5350302887
417	0.5348198318
418	0.5346893311
419	0.534622345
420	0.5345215607
421	0.5343999481
422	0.534299469
423	0.5342165375
424	0.534132843
425	0.5340007782
426	0.5339366913
427	0.5338758087
428	0.5337441635
429	0.5336442566
430	0.5334819031
431	0.533398056
432	0.533276329
433	0.5330717468
434	0.5329199219
435	0.5327510452
436	0.5326765442
437	0.532444458
438	0.5323298645
439	0.5321560669
440	0.5320344925
441	0.5319499207
442	0.5317126465
443	0.5315447235
444	0.5313835144
445	0.5313192368
446	0.5311988068
447	0.5311104965
448	0.530973587
449	0.530759201
450	0.5306642151
451	0.5304165649
452	0.5302438354
453	0.5300164795
454	0.5298609924
455	0.5297612381
456	0.5296593475
457	0.5295624161
458	0.5294821167
459	0.5293876648
460	0.5293379593
461	0.52926548
462	0.529076004
463	0.5289469147
464	0.5288789368
465	0.5287421036
466	0.5285229492
467	0.528368721
468	0.5282834244
469	0.5282772064
470	0.5281628036
471	0.5280123901
472	0.5278421021
473	0.527772522
474	0.5276621628
475	0.5275482559
476	0.5273495865
477	0.5272441483
478	0.5270941925
479	0.5269983673
480	0.526884079
481	0.5267696762
482	0.5266088104
483	0.5264356232
484	0.5263782883
485	0.5262324524
486	0.5260905838
487	0.5260103226
488	0.5258356094
489	0.5257693863
490	0.5256370544
491	0.5254807663
492	0.5253070831
493	0.5252245712
494	0.5250886536
495	0.5249675751
496	0.5247593689
497	0.5246460724
498	0.5245136261
499	0.524425621
500	0.5243487167
501	0.5242910004
502	0.5241470337
503	0.5239616776
504	0.5238431931
505	0.5237181854
506	0.5236332703
507	0.523511734
508	0.5234016418
509	0.5232876968
510	0.5231765747
511	0.5230732727
512	0.522956543
513	0.5228526306
514	0.5227885437
515	0.5225694656
516	0.5225130463
517	0.5223957825
518	0.5222521973
519	0.5220488739
520	0.5219052887
521	0.5217483521
522	0.5216365814
523	0.5214705276
524	0.5213634491
525	0.5212197876
526	0.5211330795
527	0.5209718323
528	0.5208865738
529	0.5207217407
530	0.5205571747
531	0.5205553436
532	0.5204080582
533	0.5202898026
534	0.52013134
535	0.5200236511
536	0.5199871826
537	0.5198825073
538	0.5197181702
539	0.5196286774
540	0.5194736481
541	0.519383316
542	0.5193348312
543	0.5191085434
544	0.5189225006
545	0.5187672424
546	0.5186400604
547	0.5185056305
548	0.5183829117
549	0.5183175659
550	0.518233223
551	0.5180804443
552	0.5179224396
553	0.5177880478
554	0.5177361679
555	0.5175730133
556	0.5174863434
557	0.5174213791
558	0.5172831726
559	0.5171883392
560	0.5170005417
561	0.5168626404
562	0.5167530441
563	0.5165861511
564	0.5165107727
565	0.5162824249
566	0.5161818314
567	0.5160486984
568	0.5159059143
569	0.5157605743
570	0.5156362152
571	0.5154899597
572	0.5153688431
573	0.5152269363
574	0.5150696564
575	0.5149962997
576	0.5149284363
577	0.5147897339
578	0.5146779633
579	0.5145410156
580	0.5144993973
581	0.5144220352
582	0.5143405914
583	0.5141832733
584	0.5139387131
585	0.5138443375
586	0.5137184525
587	0.5136445618
588	0.5134657288
589	0.5133512878
590	0.5131724548
591	0.5130609131
592	0.5129308319
593	0.51279953
594	0.5126322556
595	0.5124062729
596	0.5122527695
597	0.5120598602
598	0.5118383026
599	0.5117197418
600	0.5116334915
601	0.5115226746
602	0.5113080597
603	0.5111957169
604	0.5110757446
605	0.5108749008
606	0.5107330322
607	0.5106362534
608	0.5105436707
609	0.5104611969
610	0.5103170013
611	0.5101530075
612	0.5100199509
613	0.5098584747
614	0.5097519302
615	0.5095274353
616	0.5094049072
617	0.5090328979
618	0.508875885
619	0.5087839127
620	0.5086592102
621	0.5085811234
622	0.5084267807
623	0.5082939529
624	0.5081654739
625	0.5080755615
626	0.5080000305
627	0.5078780365
628	0.5077912903
629	0.5076659393
630	0.5075396347
631	0.5074153519
632	0.5072763443
633	0.5070789337
634	0.5069255829
635	0.506737442
636	0.5066230392
637	0.5064250183
638	0.5063248825
639	0.5062165451
640	0.5060671234
641	0.5059536743
642	0.5058586121
643	0.5057215118
644	0.5056137085
645	0.5055283356
646	0.505448494
647	0.505324707
648	0.5051608276
649	0.5049654007
650	0.5048587036
651	0.5046779251
652	0.5045565796
653	0.5044728088
654	0.5043805695
655	0.5042443848
656	0.5041067505
657	0.5039997101
658	0.5038648605
659	0.5036659241
660	0.5035822678
661	0.5033938217
662	0.50320755
663	0.5030300903
664	0.5028483582
665	0.5027469254
666	0.5025495529
667	0.5024293518
668	0.5022759628
669	0.5021390533
670	0.5020118713
671	0.5018398666
672	0.5017183304
673	0.5015603638
674	0.5014364243
675	0.5011988449
676	0.5011309052
677	0.5009602737
678	0.5008113098
679	0.5006256866
680	0.5005583191
681	0.5004344559
682	0.5002895355
683	0.5001506805
684	0.5000478363
685	0.4999317169
686	0.499885788
687	0.4997360229
688	0.4995493317
689	0.4993981934
690	0.4992944336
691	0.4991410446
692	0.4989368057
693	0.498767662
694	0.498596344
695	0.498489151
696	0.4982676697
697	0.4980844498
698	0.497938385
699	0.4977949142
700	0.4975378418
701	0.4974254608
702	0.4972714996
703	0.497178154
704	0.4970399475
705	0.4969327927
706	0.4966939545
707	0.4965125656
708	0.4964135742
709	0.4962761688
710	0.4961954498
711	0.4960165787
712	0.4959153366
713	0.4957848358
714	0.4955916214
715	0.4954715729
716	0.4953534698
717	0.4951925278
718	0.4950253296
719	0.4947073364
720	0.494564743
721	0.494471283
722	0.4942583466
723	0.4941435623
724	0.4940447235
725	0.4938511658
726	0.4937101364
727	0.4935325623
728	0.4933877563
729	0.4932921219
730	0.4931900406
731	0.4930644608
732	0.4929505539
733	0.4928187943
734	0.4926894379
735	0.4925965118
736	0.4925444794
737	0.4924726486
738	0.4923436737
739	0.4922307968
740	0.49207901
741	0.4919547653
742	0.4918046188
743	0.4916904449
744	0.4914648819
745	0.4914167786
746	0.4912347794
747	0.4910527039
748	0.4908348083
749	0.490666008
750	0.4904993439
751	0.4903534317
752	0.4901378632
753	0.4898905182
754	0.4897799683
755	0.489675293
756	0.4895242691
757	0.4893942261
758	0.489310379
759	0.4891333771
760	0.4890267563
761	0.4889260864
762	0.4888381195
763	0.4886475372
764	0.4884598541
765	0.4882686234
766	0.4881470871
767	0.4879883575
768	0.4877601624
769	0.4876271057
770	0.4875198746
771	0.4873327255
772	0.4871632385
773	0.4870001221
774	0.4868631363
775	0.4867644501
776	0.4865857697
777	0.4864440918
778	0.4861909485
779	0.4860874557
780	0.4859749222
781	0.4858703232
782	0.4857076645
783	0.485556488
784	0.4854632187
785	0.4851986694
786	0.4850786972
787	0.4849851608
788	0.4847993469
789	0.484658432
790	0.4845389557
791	0.4843631744
792	0.4841518784
793	0.4839749527
794	0.4838926697
795	0.4837797546
796	0.4836987305
797	0.4835436249
798	0.483406868
799	0.4831677246
800	0.4830355453
801	0.4829418945
802	0.4828291321
803	0.4826326752
804	0.4824707413
805	0.4823536682
806	0.4821298599
807	0.4820310211
808	0.4818778229
809	0.4818034363
810	0.4817000961
811	0.4814996719
812	0.4813565826
813	0.4811680222
814	0.4810260773
815	0.4809081268
816	0.4808473587
817	0.4806929779
818	0.4805802536
819	0.4804371262
820	0.4802580643
821	0.4801181412
822	0.4800054932
823	0.4799404144
824	0.4797840118
825	0.4797051239
826	0.4795532608
827	0.4793376541
828	0.4792220306
829	0.4790014648
830	0.4787831879
831	0.4785919571
832	0.478433609
833	0.4783139038
834	0.4779688263
835	0.4778472137
836	0.4777808762
837	0.4777019882
838	0.4775297928
839	0.4773438263
840	0.4772058105
841	0.4771185303
842	0.4769965363
843	0.4768844223
844	0.4767327118
845	0.4765558243
846	0.4764425659
847	0.4763336945
848	0.4762070465
849	0.476099472
850	0.4759853363
851	0.4758468628
852	0.475707283
853	0.475506897
854	0.4754573441
855	0.4752316284
856	0.4750846481
857	0.4750512695
858	0.4748683167
859	0.474742775
860	0.4746782303
861	0.4745909882
862	0.474540863
863	0.4744652557
864	0.4743375778
865	0.474113121
866	0.4738116455
867	0.4737093353
868	0.4735643768
869	0.4733891678
870	0.4732434845
871	0.473039856
872	0.4728435135
873	0.4727841949
874	0.472698822
875	0.472531662
876	0.4724213791
877	0.4723118973
878	0.4722440338
879	0.4720912933
880	0.472017746
881	0.4718900299
882	0.4717345047
883	0.4715965271
884	0.4714343643
885	0.4712647247
886	0.4711584854
887	0.4710028839
888	0.4707833862
889	0.470721283
890	0.470657959
891	0.4704837799
892	0.4703623199
893	0.4703092194
894	0.4702141571
895	0.4700976181
896	0.4700033188
897	0.4699135971
898	0.469772644
899	0.469611969
900	0.4694419479
901	0.4693480301
902	0.4692169189
903	0.469065361
904	0.4689040756
905	0.4687660599
906	0.4687025452
907	0.4686839294
908	0.4685771561
909	0.4684738541
910	0.4683117676
911	0.468184166
912	0.4680047607
913	0.4678925323
914	0.4676795578
915	0.4674948883
916	0.4673687744
917	0.4671710205
918	0.4670123291
919	0.4668799973
920	0.4667005539
921	0.4666153717
922	0.4664844131
923	0.4664135742
924	0.4662184906
925	0.4661087418
926	0.4659674072
927	0.4657727051
928	0.4656734085
929	0.4655554962
930	0.4654220963
931	0.4653034973
932	0.4651993179
933	0.465089798
934	0.4649401093
935	0.4646921539
936	0.4645604706
937	0.4643955994
938	0.4642137146
939	0.4640947342
940	0.4639642334
941	0.4638332367
942	0.4636262512
943	0.4635146332
944	0.4633605194
945	0.463211441
946	0.4630732727
947	0.4629931641
948	0.4628398895
949	0.4626932526
950	0.4624879074
951	0.4623564529
952	0.4622633362
953	0.4620874023
954	0.4619183731
955	0.4617913818
956	0.4616961288
957	0.4614809418
958	0.4612945938
959	0.4611206055
960	0.4609958267
961	0.4608913422
962	0.460774765
963	0.4606515884
964	0.4604910278
965	0.4603407288
966	0.4602342987
967	0.460123291
968	0.4599892426
969	0.4597957993
970	0.459636879
971	0.4595661926
972	0.4595306396
973	0.4593387604
974	0.4593252563
975	0.4592739105
976	0.4591634369
977	0.4590401459
978	0.4589183044
979	0.4588259125
980	0.4587277603
981	0.4586456299
982	0.4585593414
983	0.4584772491
984	0.4583690643
985	0.4582781601
986	0.458179512
987	0.458000412
988	0.4578112793
989	0.4576485825
990	0.4575254059
991	0.4574489594
992	0.4573598862
993	0.4571471024
994	0.4570612717
995	0.4569261932
996	0.4567904663
997	0.4566975403
998	0.4565028
999	0.4564060974
